,FID,geometry
1545,1545,"POLYGON ((106.9658693625061 47.98928132177972, 106.9703609389267 47.98928132177972, 106.9703609389267 47.98259558613565, 106.9658693625061 47.98259558613565, 106.9658693625061 47.98928132177972))"
1546,1546,"POLYGON ((106.9658693625061 47.98259558613565, 106.9703609389267 47.98259558613565, 106.9703609389267 47.97590985049158, 106.9658693625061 47.97590985049158, 106.9658693625061 47.98259558613565))"
1547,1547,"POLYGON ((106.9658693625061 47.97590985049158, 106.9703609389267 47.97590985049158, 106.9703609389267 47.96922411484751, 106.9658693625061 47.96922411484751, 106.9658693625061 47.97590985049158))"
1548,1548,"POLYGON ((106.9658693625061 47.96922411484751, 106.9703609389267 47.96922411484751, 106.9703609389267 47.96253837920344, 106.9658693625061 47.96253837920344, 106.9658693625061 47.96922411484751))"
1549,1549,"POLYGON ((106.9658693625061 47.96253837920344, 106.9703609389267 47.96253837920344, 106.9703609389267 47.95585264355937, 106.9658693625061 47.95585264355937, 106.9658693625061 47.96253837920344))"
1550,1550,"POLYGON ((106.9658693625061 47.95585264355937, 106.9703609389267 47.95585264355937, 106.9703609389267 47.94916690791531, 106.9658693625061 47.94916690791531, 106.9658693625061 47.95585264355937))"
1551,1551,"POLYGON ((106.9658693625061 47.94916690791531, 106.9703609389267 47.94916690791531, 106.9703609389267 47.94248117227124, 106.9658693625061 47.94248117227124, 106.9658693625061 47.94916690791531))"
1552,1552,"POLYGON ((106.9658693625061 47.94248117227124, 106.9703609389267 47.94248117227124, 106.9703609389267 47.93579543662717, 106.9658693625061 47.93579543662717, 106.9658693625061 47.94248117227124))"
1553,1553,"POLYGON ((106.9658693625061 47.93579543662717, 106.9703609389267 47.93579543662717, 106.9703609389267 47.9291097009831, 106.9658693625061 47.9291097009831, 106.9658693625061 47.93579543662717))"
1554,1554,"POLYGON ((106.9658693625061 47.9291097009831, 106.9703609389267 47.9291097009831, 106.9703609389267 47.92242396533903, 106.9658693625061 47.92242396533903, 106.9658693625061 47.9291097009831))"
1555,1555,"POLYGON ((106.9658693625061 47.92242396533903, 106.9703609389267 47.92242396533903, 106.9703609389267 47.91573822969496, 106.9658693625061 47.91573822969496, 106.9658693625061 47.92242396533903))"
1556,1556,"POLYGON ((106.9658693625061 47.91573822969496, 106.9703609389267 47.91573822969496, 106.9703609389267 47.90905249405089, 106.9658693625061 47.90905249405089, 106.9658693625061 47.91573822969496))"
1557,1557,"POLYGON ((106.9658693625061 47.90905249405089, 106.9703609389267 47.90905249405089, 106.9703609389267 47.90236675840682, 106.9658693625061 47.90236675840682, 106.9658693625061 47.90905249405089))"
1558,1558,"POLYGON ((106.9658693625061 47.90236675840682, 106.9703609389267 47.90236675840682, 106.9703609389267 47.89568102276275, 106.9658693625061 47.89568102276275, 106.9658693625061 47.90236675840682))"
1559,1559,"POLYGON ((106.9658693625061 47.89568102276275, 106.9703609389267 47.89568102276275, 106.9703609389267 47.88899528711868, 106.9658693625061 47.88899528711868, 106.9658693625061 47.89568102276275))"
1560,1560,"POLYGON ((106.9658693625061 47.88899528711868, 106.9703609389267 47.88899528711868, 106.9703609389267 47.88230955147461, 106.9658693625061 47.88230955147461, 106.9658693625061 47.88899528711868))"
1561,1561,"POLYGON ((106.9658693625061 47.88230955147461, 106.9703609389267 47.88230955147461, 106.9703609389267 47.87562381583054, 106.9658693625061 47.87562381583054, 106.9658693625061 47.88230955147461))"
1562,1562,"POLYGON ((106.9658693625061 47.87562381583054, 106.9703609389267 47.87562381583054, 106.9703609389267 47.86893808018647, 106.9658693625061 47.86893808018647, 106.9658693625061 47.87562381583054))"
1563,1563,"POLYGON ((106.9658693625061 47.86893808018647, 106.9703609389267 47.86893808018647, 106.9703609389267 47.86225234454241, 106.9658693625061 47.86225234454241, 106.9658693625061 47.86893808018647))"
1564,1564,"POLYGON ((106.9658693625061 47.86225234454241, 106.9703609389267 47.86225234454241, 106.9703609389267 47.85556660889834, 106.9658693625061 47.85556660889834, 106.9658693625061 47.86225234454241))"
1565,1565,"POLYGON ((106.9658693625061 47.85556660889834, 106.9703609389267 47.85556660889834, 106.9703609389267 47.84888087325427, 106.9658693625061 47.84888087325427, 106.9658693625061 47.85556660889834))"
1566,1566,"POLYGON ((106.9658693625061 47.84888087325427, 106.9703609389267 47.84888087325427, 106.9703609389267 47.8421951376102, 106.9658693625061 47.8421951376102, 106.9658693625061 47.84888087325427))"
1567,1567,"POLYGON ((106.9658693625061 47.8421951376102, 106.9703609389267 47.8421951376102, 106.9703609389267 47.83550940196613, 106.9658693625061 47.83550940196613, 106.9658693625061 47.8421951376102))"
1568,1568,"POLYGON ((106.9658693625061 47.83550940196613, 106.9703609389267 47.83550940196613, 106.9703609389267 47.82882366632206, 106.9658693625061 47.82882366632206, 106.9658693625061 47.83550940196613))"
1569,1569,"POLYGON ((106.9658693625061 47.82882366632206, 106.9703609389267 47.82882366632206, 106.9703609389267 47.82213793067799, 106.9658693625061 47.82213793067799, 106.9658693625061 47.82882366632206))"
1570,1570,"POLYGON ((106.9658693625061 47.82213793067799, 106.9703609389267 47.82213793067799, 106.9703609389267 47.81545219503392, 106.9658693625061 47.81545219503392, 106.9658693625061 47.82213793067799))"
1571,1571,"POLYGON ((106.9658693625061 47.81545219503392, 106.9703609389267 47.81545219503392, 106.9703609389267 47.80876645938985, 106.9658693625061 47.80876645938985, 106.9658693625061 47.81545219503392))"
1572,1572,"POLYGON ((106.9658693625061 47.80876645938985, 106.9703609389267 47.80876645938985, 106.9703609389267 47.80208072374578, 106.9658693625061 47.80208072374578, 106.9658693625061 47.80876645938985))"
1573,1573,"POLYGON ((106.9658693625061 47.80208072374578, 106.9703609389267 47.80208072374578, 106.9703609389267 47.79539498810171, 106.9658693625061 47.79539498810171, 106.9658693625061 47.80208072374578))"
1574,1574,"POLYGON ((106.9658693625061 47.79539498810171, 106.9703609389267 47.79539498810171, 106.9703609389267 47.78870925245764, 106.9658693625061 47.78870925245764, 106.9658693625061 47.79539498810171))"
1575,1575,"POLYGON ((106.9703609389267 48.02271000000007, 106.9748525153473 48.02271000000007, 106.9748525153473 48.016024264356, 106.9703609389267 48.016024264356, 106.9703609389267 48.02271000000007))"
1576,1576,"POLYGON ((106.9703609389267 48.016024264356, 106.9748525153473 48.016024264356, 106.9748525153473 48.00933852871193, 106.9703609389267 48.00933852871193, 106.9703609389267 48.016024264356))"
1577,1577,"POLYGON ((106.9703609389267 48.00933852871193, 106.9748525153473 48.00933852871193, 106.9748525153473 48.00265279306786, 106.9703609389267 48.00265279306786, 106.9703609389267 48.00933852871193))"
1578,1578,"POLYGON ((106.9703609389267 48.00265279306786, 106.9748525153473 48.00265279306786, 106.9748525153473 47.99596705742379, 106.9703609389267 47.99596705742379, 106.9703609389267 48.00265279306786))"
1579,1579,"POLYGON ((106.9703609389267 47.99596705742379, 106.9748525153473 47.99596705742379, 106.9748525153473 47.98928132177972, 106.9703609389267 47.98928132177972, 106.9703609389267 47.99596705742379))"
1580,1580,"POLYGON ((106.9703609389267 47.98928132177972, 106.9748525153473 47.98928132177972, 106.9748525153473 47.98259558613565, 106.9703609389267 47.98259558613565, 106.9703609389267 47.98928132177972))"
1581,1581,"POLYGON ((106.9703609389267 47.98259558613565, 106.9748525153473 47.98259558613565, 106.9748525153473 47.97590985049158, 106.9703609389267 47.97590985049158, 106.9703609389267 47.98259558613565))"
1582,1582,"POLYGON ((106.9703609389267 47.97590985049158, 106.9748525153473 47.97590985049158, 106.9748525153473 47.96922411484751, 106.9703609389267 47.96922411484751, 106.9703609389267 47.97590985049158))"
1583,1583,"POLYGON ((106.9703609389267 47.96922411484751, 106.9748525153473 47.96922411484751, 106.9748525153473 47.96253837920344, 106.9703609389267 47.96253837920344, 106.9703609389267 47.96922411484751))"
1584,1584,"POLYGON ((106.9703609389267 47.96253837920344, 106.9748525153473 47.96253837920344, 106.9748525153473 47.95585264355937, 106.9703609389267 47.95585264355937, 106.9703609389267 47.96253837920344))"
1585,1585,"POLYGON ((106.9703609389267 47.95585264355937, 106.9748525153473 47.95585264355937, 106.9748525153473 47.94916690791531, 106.9703609389267 47.94916690791531, 106.9703609389267 47.95585264355937))"
1586,1586,"POLYGON ((106.9703609389267 47.94916690791531, 106.9748525153473 47.94916690791531, 106.9748525153473 47.94248117227124, 106.9703609389267 47.94248117227124, 106.9703609389267 47.94916690791531))"
1587,1587,"POLYGON ((106.9703609389267 47.94248117227124, 106.9748525153473 47.94248117227124, 106.9748525153473 47.93579543662717, 106.9703609389267 47.93579543662717, 106.9703609389267 47.94248117227124))"
1588,1588,"POLYGON ((106.9703609389267 47.93579543662717, 106.9748525153473 47.93579543662717, 106.9748525153473 47.9291097009831, 106.9703609389267 47.9291097009831, 106.9703609389267 47.93579543662717))"
1589,1589,"POLYGON ((106.9703609389267 47.9291097009831, 106.9748525153473 47.9291097009831, 106.9748525153473 47.92242396533903, 106.9703609389267 47.92242396533903, 106.9703609389267 47.9291097009831))"
1590,1590,"POLYGON ((106.9703609389267 47.92242396533903, 106.9748525153473 47.92242396533903, 106.9748525153473 47.91573822969496, 106.9703609389267 47.91573822969496, 106.9703609389267 47.92242396533903))"
1591,1591,"POLYGON ((106.9703609389267 47.91573822969496, 106.9748525153473 47.91573822969496, 106.9748525153473 47.90905249405089, 106.9703609389267 47.90905249405089, 106.9703609389267 47.91573822969496))"
1592,1592,"POLYGON ((106.9703609389267 47.90905249405089, 106.9748525153473 47.90905249405089, 106.9748525153473 47.90236675840682, 106.9703609389267 47.90236675840682, 106.9703609389267 47.90905249405089))"
1593,1593,"POLYGON ((106.9703609389267 47.90236675840682, 106.9748525153473 47.90236675840682, 106.9748525153473 47.89568102276275, 106.9703609389267 47.89568102276275, 106.9703609389267 47.90236675840682))"
1594,1594,"POLYGON ((106.9703609389267 47.89568102276275, 106.9748525153473 47.89568102276275, 106.9748525153473 47.88899528711868, 106.9703609389267 47.88899528711868, 106.9703609389267 47.89568102276275))"
1595,1595,"POLYGON ((106.9703609389267 47.88899528711868, 106.9748525153473 47.88899528711868, 106.9748525153473 47.88230955147461, 106.9703609389267 47.88230955147461, 106.9703609389267 47.88899528711868))"
1596,1596,"POLYGON ((106.9703609389267 47.88230955147461, 106.9748525153473 47.88230955147461, 106.9748525153473 47.87562381583054, 106.9703609389267 47.87562381583054, 106.9703609389267 47.88230955147461))"
1597,1597,"POLYGON ((106.9703609389267 47.87562381583054, 106.9748525153473 47.87562381583054, 106.9748525153473 47.86893808018647, 106.9703609389267 47.86893808018647, 106.9703609389267 47.87562381583054))"
1598,1598,"POLYGON ((106.9703609389267 47.86893808018647, 106.9748525153473 47.86893808018647, 106.9748525153473 47.86225234454241, 106.9703609389267 47.86225234454241, 106.9703609389267 47.86893808018647))"
1599,1599,"POLYGON ((106.9703609389267 47.86225234454241, 106.9748525153473 47.86225234454241, 106.9748525153473 47.85556660889834, 106.9703609389267 47.85556660889834, 106.9703609389267 47.86225234454241))"
1600,1600,"POLYGON ((106.9703609389267 47.85556660889834, 106.9748525153473 47.85556660889834, 106.9748525153473 47.84888087325427, 106.9703609389267 47.84888087325427, 106.9703609389267 47.85556660889834))"
1601,1601,"POLYGON ((106.9703609389267 47.84888087325427, 106.9748525153473 47.84888087325427, 106.9748525153473 47.8421951376102, 106.9703609389267 47.8421951376102, 106.9703609389267 47.84888087325427))"
1602,1602,"POLYGON ((106.9703609389267 47.8421951376102, 106.9748525153473 47.8421951376102, 106.9748525153473 47.83550940196613, 106.9703609389267 47.83550940196613, 106.9703609389267 47.8421951376102))"
1603,1603,"POLYGON ((106.9703609389267 47.83550940196613, 106.9748525153473 47.83550940196613, 106.9748525153473 47.82882366632206, 106.9703609389267 47.82882366632206, 106.9703609389267 47.83550940196613))"
1604,1604,"POLYGON ((106.9703609389267 47.82882366632206, 106.9748525153473 47.82882366632206, 106.9748525153473 47.82213793067799, 106.9703609389267 47.82213793067799, 106.9703609389267 47.82882366632206))"
1605,1605,"POLYGON ((106.9703609389267 47.82213793067799, 106.9748525153473 47.82213793067799, 106.9748525153473 47.81545219503392, 106.9703609389267 47.81545219503392, 106.9703609389267 47.82213793067799))"
1606,1606,"POLYGON ((106.9703609389267 47.81545219503392, 106.9748525153473 47.81545219503392, 106.9748525153473 47.80876645938985, 106.9703609389267 47.80876645938985, 106.9703609389267 47.81545219503392))"
1607,1607,"POLYGON ((106.9703609389267 47.80876645938985, 106.9748525153473 47.80876645938985, 106.9748525153473 47.80208072374578, 106.9703609389267 47.80208072374578, 106.9703609389267 47.80876645938985))"
1608,1608,"POLYGON ((106.9703609389267 47.80208072374578, 106.9748525153473 47.80208072374578, 106.9748525153473 47.79539498810171, 106.9703609389267 47.79539498810171, 106.9703609389267 47.80208072374578))"
1609,1609,"POLYGON ((106.9703609389267 47.79539498810171, 106.9748525153473 47.79539498810171, 106.9748525153473 47.78870925245764, 106.9703609389267 47.78870925245764, 106.9703609389267 47.79539498810171))"
1610,1610,"POLYGON ((106.9748525153473 48.02271000000007, 106.9793440917678 48.02271000000007, 106.9793440917678 48.016024264356, 106.9748525153473 48.016024264356, 106.9748525153473 48.02271000000007))"
1611,1611,"POLYGON ((106.9748525153473 48.016024264356, 106.9793440917678 48.016024264356, 106.9793440917678 48.00933852871193, 106.9748525153473 48.00933852871193, 106.9748525153473 48.016024264356))"
1612,1612,"POLYGON ((106.9748525153473 48.00933852871193, 106.9793440917678 48.00933852871193, 106.9793440917678 48.00265279306786, 106.9748525153473 48.00265279306786, 106.9748525153473 48.00933852871193))"
1613,1613,"POLYGON ((106.9748525153473 48.00265279306786, 106.9793440917678 48.00265279306786, 106.9793440917678 47.99596705742379, 106.9748525153473 47.99596705742379, 106.9748525153473 48.00265279306786))"
1614,1614,"POLYGON ((106.9748525153473 47.99596705742379, 106.9793440917678 47.99596705742379, 106.9793440917678 47.98928132177972, 106.9748525153473 47.98928132177972, 106.9748525153473 47.99596705742379))"
1615,1615,"POLYGON ((106.9748525153473 47.98928132177972, 106.9793440917678 47.98928132177972, 106.9793440917678 47.98259558613565, 106.9748525153473 47.98259558613565, 106.9748525153473 47.98928132177972))"
1616,1616,"POLYGON ((106.9748525153473 47.98259558613565, 106.9793440917678 47.98259558613565, 106.9793440917678 47.97590985049158, 106.9748525153473 47.97590985049158, 106.9748525153473 47.98259558613565))"
1617,1617,"POLYGON ((106.9748525153473 47.97590985049158, 106.9793440917678 47.97590985049158, 106.9793440917678 47.96922411484751, 106.9748525153473 47.96922411484751, 106.9748525153473 47.97590985049158))"
1618,1618,"POLYGON ((106.9748525153473 47.96922411484751, 106.9793440917678 47.96922411484751, 106.9793440917678 47.96253837920344, 106.9748525153473 47.96253837920344, 106.9748525153473 47.96922411484751))"
1619,1619,"POLYGON ((106.9748525153473 47.96253837920344, 106.9793440917678 47.96253837920344, 106.9793440917678 47.95585264355937, 106.9748525153473 47.95585264355937, 106.9748525153473 47.96253837920344))"
1620,1620,"POLYGON ((106.9748525153473 47.95585264355937, 106.9793440917678 47.95585264355937, 106.9793440917678 47.94916690791531, 106.9748525153473 47.94916690791531, 106.9748525153473 47.95585264355937))"
1621,1621,"POLYGON ((106.9748525153473 47.94916690791531, 106.9793440917678 47.94916690791531, 106.9793440917678 47.94248117227124, 106.9748525153473 47.94248117227124, 106.9748525153473 47.94916690791531))"
